pair,file,column,arm,min_ns,bytes
54,twitter,dom-parse,esc_scalar,1934900,646995
54,twitter,dom-parse,esc_wide,1898300,646995
55,twitter,dom-parse,esc_scalar,1951900,646995
55,twitter,dom-parse,esc_wide,1925100,646995
56,twitter,dom-parse,esc_scalar,1864600,646995
56,twitter,dom-parse,esc_wide,1873300,646995
57,twitter,dom-parse,esc_scalar,1920000,646995
57,twitter,dom-parse,esc_wide,1884000,646995
58,twitter,dom-parse,esc_scalar,1930300,646995
58,twitter,dom-parse,esc_wide,1896900,646995
59,twitter,dom-parse,esc_scalar,1949100,646995
59,twitter,dom-parse,esc_wide,2000700,646995
60,twitter,dom-parse,esc_scalar,2274800,646995
60,twitter,dom-parse,esc_wide,1971300,646995
61,twitter,dom-parse,esc_scalar,2158700,646995
61,twitter,dom-parse,esc_wide,2151100,646995
1,twitter,dom-stringify,esc_scalar,244900,466906
1,twitter,dom-stringify,esc_wide,220300,466906
2,twitter,dom-stringify,esc_scalar,252800,466906
2,twitter,dom-stringify,esc_wide,204400,466906
3,twitter,dom-stringify,esc_scalar,265200,466906
3,twitter,dom-stringify,esc_wide,212200,466906
4,twitter,dom-stringify,esc_scalar,234300,466906
4,twitter,dom-stringify,esc_wide,212400,466906
